Title,Certificate,Duration,Genre,Rating,Description, Stars,Votes,Year
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,TV-MA,58 min,Comedy,7.3,Nothing is off limits as Jimmy Carr serves up the best jokes from his storied stand-up career in a special that's as inappropriate as it is hilarious.,"['Brian Klein', '| ', '    Star:', 'Jimmy Carr']",2373,2019
Jiva!,TV-MA,50 min,Drama,5.6,"A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams.","['Sivuyile Ngesi, ', 'Ntuthuzelo Grootboom, ', 'Tony Kgoroge, ', 'Noxolo Dlamini']",272,2021
Jo Koy: In His Elements,TV-MA,55 min,Comedy,5.3,"Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians, DJs and hip-hop dancers.","['Michael McKay', '| ', '    Stars:', 'Fateeha, ', 'Joey Guila, ', 'Jo Koy, ', 'Llmind']",546,2020
Jo Koy: Live from Seattle,TV-MA,62 min,Comedy,7.3,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you about it.","['Shannon Hartman', '| ', '    Star:', 'Jo Koy']",1438,2017
Jo Koy: Live from the Los Angeles Forum,TV-MA,74 min,Comedy,7.2,It follows Jo as he gushes about his relationship with his teenage son along with sharing the struggles of living with sleep apnea and much more.,"['Shannon Hartman', '| ', '    Star:', 'Jo Koy']",419,2022
Joe Mande's Award-Winning Comedy Special,TV-MA,66 min,"Documentary, Comedy",6.1,Comedian Joe Mande performs an hour of stand up in the hope of winning the prestigious American Humour Award.,"['Daniel Gray Longino', '| ', '    Stars:', 'Joe Mande, ', 'Bo Burnham, ', 'Ron Funches, ', 'Blake Griffin']",521,2017
John Caparulo: Come Inside Me,Not Rated,71 min,"Documentary, Comedy",7.1,The working-class hero of Chelsea Lately's Roundtable is all dressed up for an all-new 70 minutes of adorable profanity! John Caparulo has the stage all to himself at The South Point Hotel ...                See full summary »,"['David Higby', '| ', '    Star:', 'John Caparulo']",133,2013
John Hodgman: Ragnarok,TV-14,68 min,"Comedy, Music",6.1,"The deranged millionaire John Hodgman plays his last Ragnarok stand-up comedy show on the last day of human history: December 21, 2012.","['Lance Bangs', '| ', '    Stars:', 'John Hodgman, ', 'Scott Adsit, ', 'Cynthia J. Hopkins, ', 'Joel Ronson']",310,2013
John Lennon: Love Is All You Need,Not Rated,82 min,"Documentary, Biography",6.1,"This incredible documentary features in-depth contributions from wives Yoko Ono and Cynthia Lennon, son Julian Lennon and many previously unseen interviews with John himself. Through rare ...                See full summary »","['Alan Byron, ', 'Ashley Hall', '| ', '    Stars:', 'The Beatles, ', 'Bruce Channel, ', 'Tommy Charles, ', 'David Frost']",164,2010
John Mulaney & the Sack Lunch Bunch,TV-PG,70 min,"Comedy, Family, Musical",7.4,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.","['Rhys Thomas', '| ', '    Stars:', 'John Mulaney, ', 'Alexander Bello, ', 'Tyler Bourke, ', 'Ava Briglia']",3561,2019
John Mulaney: Kid Gorgeous at Radio City,TV-MA,65 min,Comedy,7.9,"John Mulaney relays his childhood and Saturday Night Live (1975), eviscerates the value of college, and laments getting older in this comedy special. Other topics include the church, his family, President Trump and pedophiles abducting kids.","['Alex Timbers', '| ', '    Stars:', 'John Mulaney, ', 'Jon Brion, ', 'Carole Shelley']",8027,2018
John Mulaney: The Comeback Kid,TV-MA,62 min,Comedy,7.9,"Armed with boyish charm and a sharp wit, the former SNL writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.","['Rhys Thomas', '| ', '    Stars:', 'Petunia, ', 'John Mulaney, ', 'Amanda Walsh']",8663,2015
Johnny Hallyday: Beyond Rock,TV-14,40 min,"Documentary, Music",7.1,An intimate docuseries that explores the life and career of France's rock icon through archival film and interviews.,[],131,2022
Johnny Test,TV-Y7,30 min,"Animation, Action, Adventure",5.1,"The adventures of average suburban boy Johnny Test, who wittingly plays test subject for his genius twin sisters' various experiments, reluctantly fighting evil villains in the process.","['James Arnold Taylor, ', 'Maryke Hendrikse, ', 'Lee Tockar, ', 'Ashleigh Ball']",8436,2014
JoJo's Bizarre Adventure,TV-14,30 min,"Animation, Action, Adventure",8.4,"The story of the Joestar family, who are possessed with intense psychic strength, and the adventures each member encounters throughout their lives.","['David Vincent, ', 'Matthew Mercer, ', 'Daisuke Ono, ', 'Unshô Ishizuka']",22677,2012
Jonas Brothers Family Roast,TV-MA,68 min,"Comedy, Musical",5.2,It's the Jonas Brothers like you've never seen them before - getting a roasting they'll never forget.,"['Alex Van Wagner, ', 'Maureen Bharoocha', '| ', '    Stars:', 'Kenan Thompson, ', 'Nick Jonas, ', 'Priyanka Chopra Jonas, ', 'Pete Davidson']",1679,2021
Joy,TV-MA,99 min,Drama,6.6,"Joy, a young Nigerian woman caught in the vicious cycle of sex trafficking, is instructed by her exploiter Madame to supervise Precious, a teenage girl who is not ready to accept her fate.","['Sudabeh Mortezai', '| ', '    Stars:', 'Anwulika Alphonsus, ', 'Mariam Sanusi, ', 'Angela Ekeleme, ', 'Gift Igweh']",1328,2018
Juanita,TV-MA,90 min,Drama,6,"Fed up with her life, Juanita leaves her grown kids behind and hits the road in search of a fresh start.","['Clark Johnson', '| ', '    Stars:', 'Alfre Woodard, ', 'Bonnie Johnson, ', 'Jordan Nia Elizabeth, ', 'Acoryé White']",2401,2019
Judd Apatow: The Return,TV-14,69 min,Comedy,6.2,"Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more.","['Marcus Raboy', '| ', '    Star:', 'Judd Apatow']",1354,2017
Jujutsu Kaisen,TV-MA,24 min,"Animation, Action, Adventure",8.6,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,"['Junya Enoki, ', 'Adam McArthur, ', 'Yûichi Nakamura, ', 'Yuma Uchida']",56920,2020
Jurassic World: Camp Cretaceous,TV-PG,24 min,"Animation, Action, Adventure",7.5,Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,"['Paul-Mikél Williams, ', 'Kausar Mohammed, ', 'Raini Rodriguez, ', 'Jenna Ortega']",8774,2022
Justice Served,Unrated,40 min,"Crime, Drama, Thriller",4.7,A band of freedom fighters invade the trial of a white police officer who shot a Black man and a hostage situation unfolds on screens nationwide.,"['Alex McGregor, ', 'Moopi Mothibeli, ', 'Anton David Jeftha, ', 'Pallance Dladla']",460,2022
Juvenile Justice,TV-MA,60 min,"Crime, Drama",7.9,"A prickly judge who despises juvenile criminals arrives at a juvenile court, where she takes on a complex role examining punishment for young offenders.","['Rich Ting, ', 'Kim Hye-su, ', 'Tom Choi, ', 'Mu-Yeol Kim']",2978,2022
K,TV-14,24 min,"Animation, Action, Drama",7,"A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two kings and their forces.","['Sam Riegel, ', 'Stephanie Sheh, ', 'Johnny Yong Bosch, ', 'Todd Haberkorn']",2388,2012
Kabaneri of the Iron Fortress,TV-MA,23 min,"Animation, Action, Adventure",7.2,"A large group of survivors seek shelter while travelling on a train after their station was attacked by aggressive, undead creatures called Kabane.","['Roger Craig Smith, ', ""Colleen O'Shaughnessey, "", 'Robbie Daymond, ', 'Keith Silverstein']",5554,2016
Kaguya-sama: Love is War,TV-14,24 min,"Animation, Comedy, Romance",8.6,The proudly privileged top two students of an elite school each makes it their mission to be the first to extract a confession of love from the other.,"['Aoi Koga, ', 'Makoto Furukawa, ', 'Konomi Kohara, ', 'Yutaka Aoyama']",13237,2019
Kakegurui,TV-14,24 min,"Animation, Drama, Mystery",7.2,A gambling prodigy comes to an elite school run by games and turns the order upside down.,"['Saori Hayami, ', 'Tatsuya Tokutake, ', 'Miyuki Sawashiro, ', 'Minami Tanaka']",9562,2019
Kakegurui Twin,TV-14,24 min,"Animation, Drama, Mystery",6.6,"A year before Yumeko Jabami graced the hallowed halls of Hyakkou Private Academy, Mary Saotome got her own start at the gambling-addicted school. Can this normal girl achieve her own rags-to-riches story through wits and luck?","['Amber Lee Connors, ', 'Morgan Berry, ', 'Landon McDonald, ', 'Aoi Koga']",421,2022
Karakai Jouzu no Takagi-san,TV-PG,23 min,"Animation, Comedy, Romance",7.7,"If you blush, you lose. Nishikata has been teased mercilessly by Takagi and always winds up blushing! But he vows to one day get back at her.","['Rie Takahashi, ', 'Yûki Kaji, ', 'Konomi Kohara, ', 'Mao Ichimichi']",2227,2018
Karma's World,TV-PG,11 min,"Animation, Short, Comedy",6.3,"Lyrically gifted middle schooler Karma juggles rap dreams and rhyme schemes while using her talent, ambition and heart to solve any problem.","['Asia Bryant, ', 'Ludacris, ', 'Nana Kouno, ', 'Camden Coley']",175,2021
Karppi,TV-MA,45 min,"Crime, Drama, Mystery",7.3,"When Sofia Karppi discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life--again.","['Pihla Viitala, ', 'Lauri Tilkanen, ', 'Mimosa Willamo, ', 'Noa Tola']",9473,2021
Kate,R,106 min,"Action, Adventure, Crime",6.2,A jaded assassin assigned to target a yakuza clan has 24 hours to find out who poisoned her and get vengeance before she dies.,"['Cedric Nicolas-Troyan', '| ', '    Stars:', 'Mary Elizabeth Winstead, ', 'Woody Harrelson, ', 'Miku Patricia Martineau, ', 'Tadanobu Asano']",61030,2021
Katherine Ryan: Glitter Room,TV-MA,65 min,Comedy,6.8,"Canadian comic Katherine Ryan's stand-up special packed with anecdotes, jokes, and a pertinent take on society.","['Linda Mendoza', '| ', '    Star:', 'Katherine Ryan']",1999,2019
Katherine Ryan: In Trouble,TV-MA,63 min,Comedy,7,"Canadian comic Katherine Ryan explains the perks of dating younger men and talks about her unusual relationships, living in the hometown she hates, and hot she once enraged an entire nation.","['Colin Dench', '| ', '    Star:', 'Katherine Ryan']",2233,2017
Katt Williams: Great America,TV-MA,60 min,Comedy,6.2,"Live performance of comedian Katt Williams riffing on the current state of politics, racial tensions and sex.","['Leslie Small', '| ', '    Star:', 'Katt Williams']",1002,2018
Kayko and Kokosh,TV-PG,15 min,"Animation, Action, Adventure",6.3,Kajko i Kokosz is a new animated series based on the iconic comic books by Janusz Christa.,"['Artur Pontek, ', 'Michal Piela, ', 'Grzegorz Pawlak, ', 'Jacek Kopczynski']",330,2021
Keep Your Hands Off Eizouken!,TV-PG,24 min,"Animation, Comedy, Drama",8.2,A group of strangers come together to work on creating the greatest anime series ever.,"['Sairi Itô, ', 'Mutsumi Tamura, ', 'Misato Matsuoka, ', 'Yumiri Hanamori']",1596,2020
Keeping Up with the Kardashians,TV-14,44 min,"Drama, Family, Reality-TV",2.8,"A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney, Khloé, Kendall and Kylie.","['Khloé Kardashian, ', 'Kim Kardashian, ', 'Kourtney Kardashian, ', 'Kris Jenner']",29990,2021
Kekkai Sensen,TV-14,24 min,"Animation, Action, Adventure",7.2,"In a city where the paranormal and ordinary co-exist, the Libra organization battles to ensure peace and order.","['Daisuke Sakaguchi, ', 'Kazuya Nakai, ', 'Ian Sinclair, ', 'J. Michael Tatum']",2184,2017
Ken Jeong: First Date,TV-MA,62 min,Comedy,5.7,"Stand-up performance of comedian Ken Jeong recorded live at Pasadena, California.","['Jon M. Chu', '| ', '    Star:', 'Ken Jeong']",2420,2019
Kengan Ashura,TV-MA,24 min,"Animation, Action, Sport",8,"A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.","['Tatsuhisa Suzuki, ', 'Chô, ', 'Yoshitsugu Matsuoka, ', 'Junya Enoki']",5027,2019
Kenny Sebastian: The Most Interesting Person in the Room,TV-MA,67 min,Comedy,6,"Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.","['Angshuman Ghosh, ', 'Neville Shah', '| ', '    Star:', 'Kenneth Sebastian']",1016,2020
Kevin Hart: Irresponsible,TV-MA,60 min,Comedy,6.5,"Stand-up comedian Kevin Hart talks about his family, travel and a year full of reckless behavior in front of a live sold-out crowd in London.","['Leslie Small', '| ', '    Star:', 'Kevin Hart']",4611,2019
Kevin Hart: Zero F**ks Given,TV-MA,69 min,Comedy,6,Kevin Hart comedy special from the comfort of his own home.,"['Leslie Small', '| ', '    Stars:', 'Kevin Hart, ', 'Heaven Hart, ', 'Hendrix Hart, ', 'Kenzo Hart']",3481,2020
Kevin Hart's Guide to Black History,TV-PG,62 min,Comedy,5.5,Kevin Hart highlights the fascinating contributions of black history's unsung heroes in this entertaining and educational comedy special.,"['Tom Stern', '| ', '    Stars:', 'Steve Agee, ', 'Derek Basco, ', 'Brad Berryhill, ', 'Kirk Bovill']",1362,2019
Kevin James: Never Don't Give Up,TV-PG,62 min,Comedy,6.2,"Kevin James is back with a new stand-up special dishing on parenting, allergies, his fans, and more.","['Andy Fickman', '| ', '    Star:', 'Kevin James']",1482,2018
Kevin James: Sweat the Small Stuff,TV-PG,60 min,"Documentary, Comedy",7.4,"Kevin James. The big, sweaty, funny man from the hit sitcom The King of Queens performs his talents on stage.","['Paul Miller', '| ', '    Star:', 'Kevin James']",1096,2001
Kid Cosmic,TV-Y7,25 min,"Animation, Short, Action",7.9,"A young boy who dreams of becoming a hero, stumbles across some cosmic stones of power. His dreams appear to have come true.","['Amanda Céline Miller, ', 'Lily Rose Silver, ', 'Keith Ferguson, ', 'Fred Tatasciore']",1462,2022
Kiko,TV-Y,30 min,"Animation, Adventure, Comedy",7.8,"In an underwater town, a cheerful fish-boy and his pals laugh, learn and play while a rival catfish and an eel cast problems their way.","['Sheylla Gonçalves, ', 'Victor Soares, ', 'Jo Pratta, ', 'Sani Oktania']",48,2014
KILL la KILL,TV-14,25 min,"Animation, Action, Comedy",7.9,A young girl arrives at a school of superhumans to find out the truth behind her father's murder.,"['Ami Koshimizu, ', 'Aya Suzaki, ', 'Toshihiko Seki, ', ""Shin'ichirô Miki""]",14244,2014
Killjoys,TV-MA,42 min,"Action, Adventure, Sci-Fi",7.2,"In the Quad, a planetary system on the brink of a bloody interplanetary class war, a fun loving trio of bounty hunters attempt to remain impartial as they chase deadly warrants.","['Hannah John-Kamen, ', 'Aaron Ashmore, ', 'Luke Macfarlane, ', 'Tamsen McDonough']",22283,2019
Kim's Convenience,TV-14,22 min,Comedy,8.2,The misadventures of a Korean-Canadian family running a convenience store.,"['Paul Sun-Hyung Lee, ', 'Jean Yoon, ', 'Andrea Bang, ', 'Simu Liu']",18672,2021
Kingdom,TV-MA,45 min,"Action, Drama, Horror",8.3,"While strange rumors about their ill King grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land.","['Ju Ji-Hoon, ', 'Bae Doona, ', 'Kim Sungkyu, ', 'Kim Hye-jun']",45888,2019
Kipper,TV-Y,47 min,"Animation, Short, Comedy",7,"In this charming collection of tales, the curious Kipper explores the attic, goes fishing with Tiger, finds a magical umbrella, takes a trip to the seaside, receives a visitor in the night and more.","['Martin Clunes, ', 'Chris Lang, ', 'Julia Sawalha, ', 'Tom Attenborough']",967,2000
Kitz,TV-MA,45 min,"Drama, Mystery, Thriller",5.7,"A year after the tragic death of her brother, Lisi enters the decadent world of a Munich clique at a ski resort, but soon she kicks off an avalanche that reveals the truth behind the facade full of glamor, money and hedonism.","['Valerie Huber, ', 'Sofie Eifertinger, ', 'Zoran Pingel, ', 'Bless Amada']",2472,2021
Kleo,TV-MA,44 min,"Action, Crime, Drama",7.5,"After the fall of the Berlin Wall, a former spy killer is set free and embarks on a revenge spree against the people who conspired to betray her.","['Jella Haase, ', 'Dimitrij Schaad, ', 'Julius Feldmeier, ', 'Vincent Redetzki']",5517,2022
Knightfall,TV-14,60 min,"Action, Adventure, Drama",6.8,A look at the final days of the Knights Templar during the 14th century.,"['Tom Cullen, ', 'Pádraic Delaney, ', 'Simon Merrells, ', 'Julian Ovenden']",20356,2019
Knights of the Zodiac,TV-PG,24 min,"Animation, Action, Adventure",8.4,"A group a young warriors known as 'Saints', each in possession of a 'cloth' guarded by a different constellation, must protect the reincarnation of the goddess Athena as she attempts to keep the Earth from being destroyed by evil forces.","['Hideyuki Tanaka, ', 'Tôru Furuya, ', 'Ryô Horikawa, ', 'Kôichi Hashimoto']",10092,1989
Knights of the Zodiac: Saint Seiya,TV-14,24 min,"Animation, Action, Adventure",4.6,A digital remake from the Japanese anime classic Knights of the Zodiac (1986).,"['Masakazu Morita, ', 'Bryson Baugus, ', 'Hideyuki Tanaka, ', 'Marty Fleck']",1896,2022
Knock Knock,R,99 min,"Drama, Thriller",4.9,"A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.","['Eli Roth', '| ', '    Stars:', 'Keanu Reeves, ', 'Lorenza Izzo, ', 'Ana de Armas, ', 'Aaron Burns']",94594,2015
Komi Can't Communicate,TV-14,24 min,"Animation, Comedy, Drama",7.8,An elite and aloof schoolgirl is in fact severely withdrawn and anxious about communicating with others. An ordinary schoolboy befriends her and helps her to open up and talk with people.,"['Aoi Koga, ', 'Gakuto Kajiwara, ', 'Rie Murakawa, ', 'Rina Hidaka']",5956,2021
Kono Oto Tomare!,TV-14,23 min,"Animation, Drama, Music",7.9,"Since the graduation of the senior members of the club, Takezou ends up being the sole member of the ""Koto"" (traditional Japanese string instrument) club. Now that the new school year has ...                See full summary »","['Amber Lee Connors, ', 'Alejandro Saab, ', 'Daman Mills, ', 'Anthony Bowling']",918,2019
Konosuba: God's Blessing on This Wonderful World!,TV-14,24 min,"Animation, Adventure, Comedy",7.8,It was a happy day for Kazuma - right up to the moment he died. A goddess intervenes and offers him a second chance in a magical land.,"['Jun Fukushima, ', 'Sora Amamiya, ', 'Rie Takahashi, ', 'Ai Kayano']",10903,2017
Kore wa Zombie desu ka?,TV-MA,25 min,"Animation, Action, Comedy",6.9,Ayumu has no pulse and very little luck. He was murdered by a serial killer and has been brought back to life. Sort of. He has come back as a zombie in servitude to the cute necromancer who...                See full summary »,"['Cherami Leigh, ', 'Austin Tindle, ', 'Jad Saxton, ', 'Junji Majima']",1764,2012
Kota Factory,TV-14,45 min,"Comedy, Drama",9.1,"Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day IIT-JEE aspirants face in their day-to-day lives.","['Mayur More, ', 'Jitendra Kumar, ', 'Ranjan Raj, ', 'Alam Khan']",71138,2021
Kotaro Lives Alone,TV-14,27 min,"Animation, Comedy, Drama",8.4,"An unpopular manga artist has to care for his new neighbor, a 5-year-old child living alone.","['Kayleigh McKee, ', 'Jennifer Losi, ', 'Heather Gonzalez, ', 'Ethan Monaghan']",2626,2022
Kung Fu Panda: The Dragon Knight,TV-Y7,24 min,"Animation, Action, Adventure",5.9,"Follow Po, who partners up with a no-nonsense English knight named Wandering Blade, to find a collection of four powerful weapons before a mysterious pair of weasels do, and save the world from destruction.","['Rita Ora, ', 'Jack Black, ', 'Chris Geere, ', 'Della Saba']",1347,2022
Kuromukuro,TV-14,24 min,"Animation, Action, Sci-Fi",7.2,"When mecha attack a research center, it's students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.","['Johnny Yong Bosch, ', 'Todd Haberkorn, ', 'Keith Silverstein, ', 'Kira Buckland']",1303,2016
Kyûketsuki Sugu Shinu,TV-14,24 min,"Animation, Comedy, Fantasy",6.8,A vampire so weak he dies at the slightest attack gets his home destroyed by an enthusiastic but inept vampire hunter. Now the two are forced to stay together and work as a team on hunting down vampires.,"['Ian Sinclair, ', 'Ellie Dritch, ', 'Frank Todaro, ', 'Alicyn Packard']",222,2021
Kyle XY,TV-14,60 min,"Drama, Mystery, Romance",7.5,"A family takes in a formerly institutionalized teen savant who is missing standard human behaviors such as anger, joy, and love.","['Matt Dallas, ', 'Marguerite MacIntyre, ', 'Bruce Thomas, ', 'April Matson']",29554,2009
L.A.'s Finest,TV-14,60 min,"Action, Comedy, Crime",6.1,"The spinoff series of Bad Boys films focuses on drug enforcement agent Sydney Burnett, now working for the Los Angeles Police Department.","['Jessica Alba, ', 'Gabrielle Union, ', 'Duane Martin, ', 'Zach Gilford']",7787,2020
La Doña,TV-14,45 min,"Drama, Romance",6.9,"Worlds collide and lives shatter when Altagracia, a powerful and elegant businesswoman, plots a twisted revenge while falling in love.","['Aracely Arámbula, ', 'Wayne LeGette, ', 'José María Galeano, ', 'Andrea Martí']",636,2020
La Frecuencia Kirlian,TV-14,9 min,"Animation, Horror",7.5,"In the midnight hour, a lone DJ broadcasts the strangest - and scariest - tales from the outer edges of Kirlian, a lost city somewhere in Argentina.","['Nicolás Van de Moortele, ', 'Casper Uncal, ', 'Letizia Denise Bloisi, ', 'Ciro Herce']",1113,2017
Lab Rats,TV-Y7,22 min,"Action, Comedy, Drama",6.6,"A scrawny 14-year-old, having discovered his inventor stepdad has three bionic, super-powered teens living cloistered in a secret lab beneath their home, brings them out into the world.","['William Brent, ', 'Spencer Boldman, ', 'Kelli Berglund, ', 'Tyrel Jackson Williams']",6191,2016
Lady Dynamite,TV-MA,30 min,Comedy,7.3,"Series is based on what Maria has accepted to be ""her life."" The occasionally surreal episodes, refracted across multiple periods of the actor/comedian's life, tell the story of a woman who loses - and then finds - herself.","['Maria Bamford, ', 'Fred Melamed, ', 'Mary Kay Place, ', 'Ana Gasteyer']",3734,2017
Larva Island,TV-Y7,8 min,"Animation, Adventure, Comedy",6.5,"Stranded on a tropical island, two goofy larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.","['Eddy Lee, ', 'Erica Schroeder, ', 'Tom Wayland']",431,2019
Last Chance U,TV-MA,55 min,"Documentary, Sport",8.4,"Intense look inside the world of junior college football, chronicling the stories of players and coaches in the classroom and on the field.","['Ron Ollie, ', 'Brittany Wagner, ', 'Garrett Kruczek, ', 'John III Franklin']",6962,2020
Last Chance U: Basketball,TV-MA,60 min,"Documentary, Sport",8.3,Explore an honest and gritty look inside the world of community college basketball.,"['John Mosley, ', 'Malik Muhammad, ', 'Kj Allen, ', 'Joe Hampton']",2606,2021
Last Hope,TV-14,24 min,"Animation, Action, Adventure",5.8,"After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created.","['Robbie Daymond, ', 'Johnny Yong Bosch, ', 'Beau Billingslea, ', 'Xanthe Huynh']",441,2018
Last One Standing,TV-MA,35 min,"Comedy, Crime, Mystery",7.3,"They're comedians starring in a thrilling drama, but if their jokes don't land in the unscripted scenes, they're off the show. Let the mayhem begin.","['Gekidan Hitori, ', 'Daigo Yamamoto, ', 'Shiori Satô, ', 'Reina Triendl']",86,2022
Lavell Crawford: Can a Brother Get Some Love,Not Rated,81 min,"Documentary, Comedy",6.9,"Lavell Crawford is quickly climbing the comedic ranks, taking second place in NBC's Last Comic Standing, he one of the fastest rising stars in Comedy. In ""Can a Brother Get Some Love"" ...                See full summary »","['Michael Drumm', '| ', '    Stars:', 'Lavell Crawford, ', 'Kareem Taylor']",235,2011
Legally High,PG-13,47 min,Documentary,3.9,"Recent years have seen a sweeping change in Britain's drug culture. Out go the 'old' illegal drugs - cocaine, heroin, speed - swept aside by a younger generation who can get their hits not only more cheaply - but also legally.",['Dan Reed'],67,2013
Lego City Adventures,TV-Y7,22 min,"Animation, Short, Action",6.7,"Welcome to LEGO City. A modern metropolis filled with the fiercest firefighters, the cream of the crop cops, and so many BLOCKHEADS. Every citizen will assemble together for the most awesomely awesome adventures.","['Joe Zieja, ', 'Misty Lee, ', 'Daniel Mk Cohen, ', 'Mick Lauer']",199,2019
Lego Elves: Secrets of Elvendale,TV-Y7,24 min,"Animation, Fantasy",6.7,"When the Goblin King kidnaps her sister, Emily Jones and her Elf friends head deep into a magical forest to save her. Based on the popular web series.","['Ashleigh Ball, ', 'Erin Mathews, ', 'Kyle Rideout, ', 'Riley Murdock']",174,2017
Lego Friends,TV-G,4 min,Animation,5,Five Best Friends Go on Many Fun Lego adventures.,"['Alexa Kahn, ', 'Erica Mendez, ', 'Marin M. Miller, ', 'Rachelle Heger']",158,2013
Lego Friends: Girls on A Mission,TV-Y,11 min,Animation,6,"Five best friends trying to do the right thing in heartlake city, whilst trying to figure out friendships and what's important along the way.","['Mariam Amer, ', 'Jasmine Ashanti, ', 'Amaya Harrow, ', 'Alex Cartañá']",120,2018
LEGO Ninjago: Masters of Spinjitzu: Happy Birthday to You!,TV-Y7,1 min,"Animation, Short, Action",6.6,"LEGO Ninjago heroes Kai, Zane, Jay and Cole want to wish you a happy birthday, but they're going to need all their Spinjitzu skills to do it.",[],15,2017
Lego: City,Not Rated,26 min,Animation,5,LEGO City presents the fastest and explosive stories EVER!,"['Marc Silk, ', 'Kate Harbour, ', 'Ben Pronsky, ', 'Ellen Dubin']",42,2017
Lens,Not Rated,109 min,"Drama, Mystery, Thriller",6.6,"Video chat session: Watch me die, LIVE!","['Jayaprakash Radhakrishnan', '| ', '    Stars:', 'Anand Sami, ', 'Jayaprakash Radhakrishnan, ', 'Misha Ghoshal, ', 'Kulothungan Udayakumar']",1242,2016
Les de l'hoquei,TV-MA,50 min,"Drama, Sport",6.9,"Seven young roller hockey players and their new coach will fight to save the female section of Club Pati Minerva, while trying to find their place, both inside and outside the team.","['Iria del Río, ', 'Nora Navas, ', 'Natàlia Barrientos, ', 'Dèlia Brufau']",457,2020
Lethal Seduction,TV-14,80 min,Thriller,5.1,"High-school senior Mark comes under the spell of Carissa, who seduces him and they have sex. Carissa threatens to convince Mark to do whatever she wants, including cutting Tanya out of his life.","['Nancy Leopardi', '| ', '    Stars:', 'Caleb Ruminer, ', 'Amanda Detmer, ', 'Dina Meyer, ', 'Brian Thomas Smith']",993,2015
Let's Dance,TV-MA,109 min,"Comedy, Drama, Family",5.9,"Joseph, passionate dancer of hip-hop, refuses to enter the company of his father to try his luck in Paris. With his girlfriend Emma and his best friend Karim, he joins the Paris crew of ...                See full summary »","['Ladislas Chollat', '| ', '    Stars:', 'Rayane Bensetti, ', 'Alexia Giordano, ', 'Guillaume de Tonquédec, ', 'Mehdi Kerkouche']",1456,2019
Leyla and Mecnun,TV-PG,80 min,"Adventure, Comedy, Drama",9.1,"Turkish television comedy series set in Istanbul, Leyla and Mecnun is a surreal and absurd comedy that revolves around the fictional love story between Leyla and Mecnun.","['Ali Atay, ', 'Serkan Keskin, ', 'Cengiz Bozkurt, ', 'Köksal Engür']",93632,2022
Life After Death with Tyler Henry,TV-MA,45 min,Reality-TV,5.9,"After years of being Hollywood's go-to medium, Tyler heads out across the country to offer readings to as many of the people on his waiting list as he can, bringing them the hope, healing and closure they are seeking.","['Theresa Koelewyn, ', 'Tyler Henry, ', 'Lisa Molenda, ', 'Kathryn Sermak']",998,2022
Life Unexpected,TV-PG,60 min,Drama,7.5,"After 15 years in foster homes, Lux decides to get emancipated, which leads to her meeting her birth parents.","['Shiri Appleby, ', 'Kristoffer Polaha, ', 'Britt Robertson, ', 'Kerr Smith']",14829,2011
Life's a Glitch with Julien Bam,TV-MA,35 min,"Comedy, Sci-Fi",4.3,Famous Influencer Julien Bam and his sidekick Joon Kim scramble to return to life as they know it after accidentally traveling to a parallel dimension.,"['Julien Bam, ', 'Joon Kim, ', 'Juri Padel, ', 'Madieu Ulbrich']",373,2021
Life's Too Short,TV-MA,30 min,Comedy,7.5,"The show centers on Warwick Davis in his day-to-day life, complete with the frustrations he faces.","['Warwick Davis, ', 'Ricky Gervais, ', 'Stephen Merchant, ', 'Rosamund Hanson']",15741,2013
